gal,tipo,hu1,hu2,hu3,hu4,hu5,hu6,hu7
K0652,Scd,0.345419417857,0.09080554472,0.00963794194873,0.00772050613486,-1.21705148794e-06,0.000173945236,3.90354380249e-06
K0657,Sdm,0.168975168971,0.0013632288387,0.000758853265999,0.000197441637518,-8.67780902539e-12,3.67882609853e-09,1.01093739259e-12
K0663,Sab,0.209471611189,0.0143082112558,0.00604233041429,0.00580398023445,6.21040201147e-08,-7.65178529221e-05,7.90174651998e-07
K0664,Sb,0.241548069229,0.0310131517291,0.000140007997242,0.000592933075497,4.59765747283e-08,1.53756871969e-05,-6.10399754309e-09
K0665,Sb,0.170991905387,0.00325717915125,0.000107553707112,0.000180225700876,-4.64887508443e-09,-1.56738776689e-06,-1.61017438258e-09
K0676,Sb,0.169492223595,2.95784944407e-05,0.000435994246807,0.000261291893112,-4.14154593307e-10,-3.99760654835e-08,1.41308785315e-09
K0684,Sb,0.160103075375,1.64144670963e-05,0.000222601175863,8.4239814133e-05,-9.14797558182e-11,-5.87383865756e-09,2.86188003629e-11
K0708,E5,0.205348595849,0.000232703833841,0.0013523647958,0.000477974253642,-7.43400978215e-09,1.89309192903e-07,1.78884934773e-10
K0714,Sbc,0.186947382914,0.00901943963811,0.00036954923674,0.000294687818783,-1.91011812518e-08,-3.3114122928e-06,-5.56296782515e-09
K0715,Sbc,0.16385259866,0.00119433654929,0.000196948405905,0.000182438093341,-9.68010979831e-10,1.03486991023e-06,1.75489479785e-09
K0740,Sa,0.176564461127,0.000185404841447,0.000575507451401,0.000104323993534,-5.80071152244e-09,-2.03507637897e-07,-2.45099098359e-09
K0744,S0,0.168614579205,0.000158657130749,0.000131109706091,5.47035774141e-05,-1.40583328442e-09,-7.48088162535e-08,-3.37147744359e-10
K0748,Sbc,0.16203094265,0.000627154767974,0.000209009828432,6.42281630469e-05,-1.37681652231e-09,-1.48952840642e-07,-3.65525786672e-10
K0749,Sdm,0.187994774549,0.00757055308458,0.0035002329391,0.00343170339846,1.10328542138e-08,-3.24657582279e-05,1.28259324778e-07
K0754,Sbc,0.185055645198,0.00840995568357,0.000161049648439,0.000359326062945,7.46046391535e-09,2.45352887758e-06,2.17056029209e-09
K0758,Scd,0.209457003107,0.0176221868347,0.000223443423505,0.000387127379713,2.40260737707e-09,6.08585911139e-06,-7.83826080195e-09
K0764,Sbc,0.166544322592,0.00072549694401,6.63401872688e-05,0.000161868225934,-2.6394761543e-09,-8.63987071456e-07,-1.83518229049e-09
K0768,Sbc,0.185175851673,0.00683876517368,0.000330601377043,7.0693330518e-05,-5.32643698357e-11,8.8604289259e-08,-1.84650176087e-11
K0769,Sbc,0.162103613738,0.000521540033745,1.05513799223e-05,4.45063731464e-05,4.73588362517e-10,1.64768107577e-07,1.33865775696e-10
K0774,Sb,0.283747738836,0.0468339869638,0.000116909858289,0.00101586119963,1.75391131095e-08,1.4516172474e-05,6.68446641206e-08
K0775,Sc,0.246775334892,0.0323443443738,0.00362311476096,0.000524793269253,8.77031830864e-08,2.01142247194e-05,-4.53940005959e-08
K0778,S0,0.178362549687,0.000271201419478,0.000988493058639,0.000579325786345,-7.28701206367e-09,7.03673455555e-07,9.22532540869e-09
K0779,Sbc,0.20129987253,0.0141680749996,0.000103193315258,0.000353434538302,-3.31921525389e-09,-6.44233412255e-06,-2.26367970976e-09
K0780,E7,0.256111392995,0.00176159629033,0.00297452173041,0.00232489066675,-3.27313181079e-08,-7.38270353326e-06,1.72722823855e-07
K0783,Sb,0.227993906567,0.0254268701779,5.57858905348e-05,0.000264964925737,-1.49572561656e-08,2.00477472266e-06,-4.91546868361e-09
K0789,Sb,0.170582094564,0.00273065018722,0.000412424571761,0.000235021714186,-1.80737359186e-08,3.66242855177e-09,-2.88626950846e-11
K0791,Sa,0.164637320471,0.000255226336418,0.000459610110167,0.000288646579396,3.93362495254e-10,-8.86951029147e-08,1.76264261729e-09
K0797,Sb,0.27386429155,0.0488550765998,0.000122634287853,0.00176085597987,-3.23345769698e-07,7.22682730685e-05,-1.19110361561e-07
K0798,Sbc,0.239850733682,0.0315691100665,0.00572840735501,0.00527003304555,1.29538881564e-07,-9.73573828695e-05,7.09561648857e-07
K0804,Sb,0.201342008889,0.0130384074696,0.000911965052726,0.000755790226015,-1.32909502462e-07,4.41823665169e-06,-1.23889643939e-08
K0806,E4,0.217670631802,0.00192285614977,2.80782814271e-05,0.000155425665005,6.38540024399e-10,-1.73587429127e-06,1.44560116005e-09
K0807,Sb,0.167463880044,0.000604776618314,0.000210266528085,1.14795956865e-05,8.27771112596e-10,3.37035677841e-07,7.07184044735e-10
K0809,Sa,0.185625276378,0.00374291167931,0.00151111658101,0.00121249831715,-5.49673624247e-09,-3.73945202625e-06,-5.16578404587e-09
K0810,Sbc,0.185800415829,0.0082921576713,0.000173677925598,0.000135926926559,-4.71839692224e-09,-2.44626665582e-06,7.37450001372e-09
K0813,Sbc,0.16189518571,2.39135582953e-05,0.000144625785885,3.33261706717e-05,-4.44335068599e-10,-1.77806938714e-08,-5.40779050849e-11
K0814,E5,0.234039732694,0.00083092189303,0.00123611878093,0.000786852230781,-7.96248002467e-08,-1.44195773743e-06,-1.96424144516e-08
K0815,E4,0.299035116554,0.00156779108642,0.000208252523624,0.00068356996799,-1.38309371553e-08,-6.99417711781e-06,-1.19787125014e-08
K0816,E5,0.260632258948,0.00208693383837,0.00071977523204,0.000631544215053,-1.55972623591e-07,1.52522600082e-06,3.25982739784e-08
K0818,Sab,0.210420843725,0.0184086348325,0.0022974552262,0.00132930739869,-3.28018871928e-09,5.1658707402e-06,3.12469019138e-08
K0820,Sbc,0.216275464011,0.0160183525758,0.000294754700218,0.000246067030499,-3.33563418207e-09,-2.90806452041e-06,-2.98066460653e-10
K0821,Sb,0.179988805268,0.00590581617485,0.000278972800863,0.000163753245093,-9.91231273127e-10,5.87640564314e-07,1.62682718469e-09
K0822,S0a,0.191149392957,0.00671435061124,0.000355999528784,0.000291142524251,-2.54177992597e-09,-2.96093021396e-06,2.45271799095e-09
K0823,Sbc,0.168837225572,0.0022920519227,0.000108994367854,0.000219097207237,1.99709489805e-09,2.99972126695e-07,2.44297900055e-09
K0824,Sb,0.196568420848,0.0126264070722,0.000551282963889,0.000406055988401,5.69908506025e-09,1.04388967801e-05,2.23876391322e-08
K0826,S0a,0.208614492695,0.0112150836576,0.00123040902438,0.000913264187838,-1.38624745446e-07,-4.77628038043e-06,-4.36560417519e-08
K0827,Sc,0.278762485386,0.0515219830244,0.00107409369438,0.000179500422422,2.6193318968e-07,8.58394631599e-05,2.27742529907e-08
K0828,Sc,0.29365875352,0.0582703189371,0.0015144908519,0.000550149760846,-2.56044153341e-09,-1.86616835478e-06,4.52520793512e-10
K0829,E1,0.225020639832,8.98507661498e-05,0.000468639914215,0.000294369956387,-1.74596005199e-08,-2.23174432056e-07,-5.04024222038e-09
K0831,Sbc,0.21583548344,0.0189816994495,7.79607653258e-05,0.000511277359381,1.47887274934e-08,2.00534930109e-05,1.40182247449e-08
K0832,E5,0.206762832698,0.00122385922085,0.00151085846113,0.00046069359931,-9.88456382924e-08,7.05001112088e-07,-3.54111001516e-08
K0833,Sab,0.16465356375,8.9022063976e-05,0.000106966384405,0.00015259296988,-7.47875972893e-09,-1.30747400583e-07,-2.20321371886e-09
K0834,Sb,0.309706851465,0.0683893493576,0.00247846243715,0.00308376052749,-5.26812597415e-08,-5.98185820572e-06,5.48493129763e-07
K0835,E7,0.273558123222,0.0126112791699,0.0168718240001,0.00854444975827,2.63443062187e-07,-4.09758491374e-05,-8.98672109658e-07
K0836,Sc,0.1659374605,0.000381990212598,1.76022949309e-05,9.3513996502e-05,-1.29721282602e-09,5.86726594213e-07,5.79992527447e-10
K0837,Sb,0.275058992347,0.0497516200779,0.015599222316,0.0149903702778,-3.72310998907e-07,-0.000338972603361,5.48775005896e-06
K0838,Sa,0.247195963379,0.0275741331411,0.00186595909829,0.000782598620666,-2.85368775796e-08,-2.56271074568e-06,-3.33380257134e-09
K0840,E6,0.297238545094,0.00200900867817,0.000411227894486,0.00137174500659,-5.8925286637e-08,6.65003983854e-06,-6.66604171841e-08
K0841,Sc,0.221436447378,0.0227189414589,0.00289771732667,0.00291944316466,-5.59265328914e-08,-4.96318576459e-05,4.33887865812e-07
K0842,Sb,0.169356628759,0.000908123127794,0.00100177013022,0.000487529683396,-1.21845679223e-11,-2.00293545143e-07,-1.40680625376e-09
K0843,Scd,0.286825958653,0.0500606186671,0.000976492250542,0.000765496366592,1.19289363762e-08,1.4056307534e-05,1.4913989524e-08
K0844,S0a,0.1856281506,0.00047661864348,1.74133414269e-05,0.000243631486987,-4.0556788911e-09,2.10607584535e-07,-2.05304404991e-09
K0845,E7,0.257428807406,0.00289497294065,0.00484146787652,0.00202198737287,2.99126028239e-08,-2.60315363082e-06,1.43267788654e-08
K0846,E5,0.197246178443,0.000603154929194,0.00262082358615,0.00136856247881,-4.06282064227e-09,-8.59414302082e-07,3.40566821803e-08
K0847,Sb,0.238466312864,0.023694660056,0.000822605472987,0.000306720614111,-3.00241751313e-08,2.75653647134e-06,2.35951433363e-09
K0848,Sb,0.202074901892,0.0133603042565,0.00018224423557,0.000168533773684,2.02027355084e-09,1.02379741131e-05,-2.51312356282e-09
K0849,Sbc,0.20733457073,0.00822709781646,0.00140697074402,0.00131836770932,2.06353081126e-08,-1.24939500173e-05,5.40051961045e-08
K0850,Sab,0.218683059166,0.00761175756556,9.89405977676e-05,7.693860427e-05,-3.77392120896e-10,-1.2056620565e-06,5.3008199273e-10
K0851,E5,0.20269458193,0.00106242298362,0.000322180480502,2.62146635953e-05,-5.0772549215e-09,-9.3291944627e-07,-7.48080426809e-10
K0852,Scd,0.190441714953,0.00789396361336,0.002304361654,0.00222516821278,-5.89800162013e-09,-6.70487279712e-06,1.32855846759e-07
K0854,Sb,0.223716839922,0.0232055030605,0.0116003401633,0.0107857453354,3.04302252947e-07,-0.000169713783543,1.01811599923e-06
K0855,Sd,0.488993411707,0.18094536195,0.130017671594,0.13724197147,-0.000290695919399,0.00202709435278,0.00124973802629
K0856,Sb,0.166617617126,0.00181140697282,0.000126892703235,0.00011997500601,-1.52724902574e-09,1.00664855928e-06,-4.4958634737e-10
K0857,Sbc,0.218883370846,0.0215449269231,0.000742222454253,0.000355075946766,7.7255258977e-10,1.28946501681e-06,9.30855174773e-10
K0858,S0a,0.221865423108,0.00794747337309,0.000118764361391,7.59206909188e-05,6.36233372131e-09,7.66339157962e-06,6.84461479536e-09
K0859,E4,0.18196902723,1.11513895959e-05,0.000389854769059,6.81977475751e-05,-5.2324837498e-09,-4.66941464562e-08,-1.84139858905e-09
K0860,S0,0.28465122659,0.0122026883588,0.00110707700961,0.000120643495788,8.72129525646e-08,-3.47511255486e-06,-1.4835590417e-08
K0861,Sbc,0.20404338063,0.0118659896073,0.00210515994198,0.00142927662102,3.71192297991e-09,4.04565912718e-06,4.35868426288e-08
K0862,Sc,0.190012689476,0.00818404761429,0.000752852818898,0.000285840153781,-1.54750242905e-08,1.50908091612e-07,-3.77670424597e-09
K0863,Sab,0.172946251407,0.00376164718259,0.000986010641369,0.000845813190149,-6.26531543655e-09,-5.49759850267e-06,2.67829801356e-08
K0864,E3,0.23245777612,0.000359768907757,0.000254663375736,0.000626167912805,-1.03402024828e-08,2.50469752844e-06,2.45336029983e-08
K0865,S0,0.208884202231,0.00191781544124,0.00059479145142,0.00023754803281,2.12325451011e-10,1.13485840015e-07,1.76711822979e-10
K0866,Sc,0.219028377148,0.0119016904858,0.000548565783071,0.00105298434562,1.07280490041e-08,-2.10611310801e-05,-6.27552594204e-08
K0867,Sab,0.269476887481,0.0317549760507,0.00591138443024,0.00652724205515,-2.70641444301e-07,-0.000161292946005,1.91982594593e-06
K0868,Sb,0.204110639895,0.014290096623,0.00070628772085,0.000160523402819,2.49103727459e-08,1.37162991037e-05,2.61188155495e-08
K0869,Sb,0.16914879645,9.57595602177e-05,8.56629756636e-05,9.82311301497e-06,1.18166490469e-11,9.70551849348e-09,8.3772271513e-12
K0870,S0,0.247909953657,0.00574014360774,0.000140211309024,0.000362345853324,7.9779917225e-10,-5.318335269e-06,7.83545799394e-09
K0871,Sb,0.205281725421,0.0115002989736,0.000852038494745,0.00114010673845,-2.47596393956e-07,-2.142017246e-07,-9.07430467001e-08
K0872,Sab,0.168607541616,0.000223073876601,0.000648587717069,0.000236625869093,3.09146268936e-10,-2.87476562797e-08,-6.45709767646e-11
K0874,S0a,0.183935941526,0.00344704157432,0.000248868300381,0.000191997924912,7.29543552118e-10,-2.97521603664e-07,-4.28107686742e-10
K0875,S0a,0.236766330801,0.00269032744056,0.00304592642171,0.00026345440053,-1.13151135183e-07,8.33188420668e-06,-9.56875968537e-08
K0876,Sbc,0.184587375089,0.00408630500892,0.000970437375889,0.000963217453086,-6.7468356335e-08,3.77597333859e-06,5.06577846673e-10
K0878,Scd,0.323925511955,0.0786571543866,0.000881844079461,0.000140861716243,5.27493494205e-08,3.07158719433e-05,5.81171129691e-09
K0880,Sbc,0.3071697784,0.0677326287078,0.00333748036816,0.00281800743405,2.84493570222e-06,0.000349657910009,1.32441426707e-06
K0881,E3,0.247364118502,0.00322157764591,0.000429243875181,0.000114004674589,-3.82651042261e-08,-5.71257749668e-06,-6.50322312241e-11
K0883,S0,0.255289713542,0.000479956954791,0.00928894188786,0.00274937808298,-7.82683779101e-07,1.55721688371e-06,-1.02925676938e-07
K0884,Scd,0.332490638868,0.0800377141987,0.00117793285412,0.00073545113718,-1.05750823317e-07,-1.59251612151e-06,4.44137650795e-08
K0885,Sc,0.279141722048,0.0513118484277,0.00169563048569,0.000738737076382,-1.39366255937e-08,-8.5497268774e-07,1.05995262117e-08
K0886,Sa,0.167481032811,0.00213500447567,0.000258475045553,1.2963490272e-05,2.21555434953e-10,3.35422515792e-08,2.08264492339e-09
K0887,Sbc,0.171373187169,0.000794606161488,0.000229087489293,2.9081087196e-05,-4.55527973152e-09,-5.09060850628e-07,3.13472288522e-09
K0888,E1,0.269014723227,0.000336449810228,0.00143596701458,0.00108873706642,-1.35082730243e-08,-8.42273146854e-08,3.53386625505e-08
K0889,Sab,0.1655583056,0.00103833557625,0.000836785001078,0.000501127224621,-2.36947915435e-09,5.76771460428e-07,8.09315054436e-09
K0890,Sb,0.186907979568,0.00880927813727,0.000303703301657,0.000158151170743,-6.56449693798e-09,1.12409827318e-06,2.24590699842e-09
K0891,Sc,0.160353867918,4.14231865958e-05,0.000164732131483,9.9856002179e-05,-3.79531593544e-10,5.10356817777e-08,3.44585784778e-10
K0893,E2,0.237726726593,0.000337433090908,0.000306943844172,0.000967006106498,1.38342995119e-08,-2.50709067487e-06,3.87656945258e-08
K0894,Sa,0.277701362429,0.0281829327041,0.00825622452588,0.00292936098586,-2.6949634022e-07,-1.39366682182e-05,1.60175274421e-08
K0895,Scd,0.24943745703,0.0353552822795,0.000217654886369,0.000934441282233,-1.59546468296e-07,3.38939131233e-05,-9.22118344927e-08
K0896,Sbc,0.209627483209,0.0166808836845,0.00127480686235,9.23637304319e-05,1.39140862448e-08,3.65024886595e-06,4.04397107651e-09
K0897,Sb,0.23169686906,0.00646172967392,0.00156524222001,0.000564106016686,-7.37759315933e-07,6.47928435065e-05,-6.35350390427e-07
K0898,Sbc,0.175722650952,0.00405256158639,0.000121200617469,2.19489855142e-05,-1.6816778687e-10,8.34377764097e-08,2.80352667496e-11
K0900,E4,0.206100998344,6.23759662165e-05,0.000133560470789,0.000733852835682,-7.13183975541e-09,1.96982592483e-06,-4.99118545894e-08
K0901,Sbc,0.172349646714,0.00309078688123,0.000791828109659,8.74784848739e-05,-5.05718773423e-09,-9.51368175973e-07,-1.97615353722e-10
K0902,Sa,0.244130782021,0.00211487968046,0.00202230175343,0.00024009314384,2.71936730561e-08,2.72789237173e-06,1.57531839003e-08
K0903,E4,0.199687925876,9.52409691638e-05,0.00111804183145,0.000651149607283,2.7560529372e-09,-3.73643499313e-07,-5.86825795249e-09
K0904,Sbc,0.166189187512,0.00146035584166,0.000287839263287,0.000183884597763,-3.77441813322e-09,-5.96618329792e-07,-9.29653780806e-10
K0905,Sd,0.263592611863,0.0138923690217,0.251484885655,0.337179445311,0.000928615358265,0.00492799122792,0.0047833853871
K0906,Sc,0.196750566893,0.00695709151825,0.000436460316928,0.000202404921317,-1.92267459436e-09,9.3724728604e-07,5.14157344285e-10
K0907,Sbc,0.248487688851,0.0356938911776,5.21867652885e-05,4.60894323482e-06,-7.04111827032e-11,-3.8264604374e-07,2.475571045e-10
K0909,Sc,0.223513359187,0.0237244850091,0.000791794982626,0.000383485157189,8.47204759241e-08,3.34255957194e-05,5.42803176542e-08
K0910,Sb,0.331135325087,0.0747894824777,0.00199741725782,6.29165351846e-05,6.75605001887e-08,1.47753988357e-05,1.45856143099e-08
K0911,E3,0.228541957541,0.000218684418955,0.000460328897724,0.000265440635911,-3.19359374262e-09,8.26535126696e-09,2.95144979667e-10
K0912,S0,0.356063675584,0.0017057028977,0.00137831012851,0.00138046168591,4.61814233731e-07,1.03068680161e-05,1.06124593088e-06
K0914,Sb,0.176324852071,0.00518482612041,5.88718011765e-05,6.86266990664e-05,2.47865378608e-09,2.78832357193e-06,3.94636184557e-12
K0915,Sb,0.161406114647,1.0664321663e-05,0.000127363784777,7.36358376839e-05,7.53105925536e-11,1.24070910559e-08,1.91376699047e-11
K0916,S0,0.199307936006,0.00484654918146,2.34206701507e-05,0.000429496346008,-1.48801191485e-08,-2.39479676538e-06,-7.64897052064e-09
K0917,S0,0.241721889361,0.00237333111658,0.000634627348564,0.000305689174216,1.07675084986e-10,-4.89982314155e-07,7.44732301006e-10
K0919,S0,0.2334230939,0.0144078572249,0.000290959009022,0.000348964892616,4.59478508854e-09,-3.32152986872e-06,-1.88256332977e-10
K0923,E7,0.436166356475,0.0855424577377,0.0170557098155,0.0101432686427,3.37955275668e-05,0.00190303285658,-6.5003528385e-06
K0924,Sb,0.160484562416,5.85355961522e-05,3.95148865085e-05,0.000246566572961,-1.01763518177e-09,-2.41616811926e-08,-4.18024600996e-09
K0925,Sab,0.188372838047,0.00105099659399,0.000757309388029,0.000243447139188,-2.95934094966e-10,-6.4858588684e-08,5.8679717245e-11
K0926,Sc,0.404865547327,0.13530525601,0.00227496154549,0.000381063029727,4.36153092438e-07,0.000169834615411,-4.08453336195e-08
K0927,Sb,0.181641468213,0.00584516660384,0.000350246441083,0.000217073113635,-2.25257785709e-08,-2.50508665382e-06,-5.53769454111e-09
K0929,Sbc,0.194084883506,0.0116589419523,2.68590036443e-05,6.42610747481e-05,-2.57823396138e-10,-1.92560790789e-06,8.83524154981e-10
K0930,Sc,0.176217762421,0.00391354937899,0.000644703619148,0.00022460442247,-2.97811607751e-11,-1.47425756613e-07,1.13479459163e-10
K0932,Sa,0.259079397995,0.00688370111933,0.00823301552053,0.00940634621354,-8.21421585612e-07,-7.17270912863e-05,-2.46314030336e-06
K0933,Sab,0.205887915461,0.0102720983619,0.00180559198353,0.000772025950943,-4.70149724585e-09,-2.78257043659e-06,9.14027614622e-09
K0934,Sbc,0.246100525259,0.0341461494483,0.00120730661065,0.0008040237064,-1.16670131255e-07,4.34183373441e-06,-3.55324823439e-08
K0935,Sc,0.17665419435,0.00521213123312,0.00111178411214,0.000935694288303,-1.33779716333e-08,-5.22352539706e-06,4.97793054068e-08
K0936,Sab,0.244142995793,0.0295702513117,0.0029967843282,0.00223865718029,7.88427051824e-09,-2.80076282998e-06,1.39119907274e-07
K0937,Ir,0.164022503821,0.00089870508191,0.000191486041846,0.000241866152849,-4.7135356589e-10,4.02058867608e-07,2.49666295834e-09
